Source,Destination,Distance
Anaheim,Dallas,1349
KansasCity,Detroit,572
Mesa,Nashville,3602
SanDiego,ElPaso,911
Albuquerque,Denver,2960
Phoenix,Seattle,1272
Indianapolis,OklahomaCity,4392
LongBeach,Oakland,2642
Baltimore,SantaAna,4604
Dallas,Fresno,167
SanFrancisco,Tulsa,1199
LosAngeles,Columbus,3233
Aurora,Austin,3517
VirginiaBeach,Jacksonville,1789
Mesa,SanDiego,4055
Raleigh,Austin,3503
LosAngeles,Oakland,1695
Memphis,FortWorth,1381
Sacramento,Philadelphia,3127
Boston,Tucson,4049
Washington,Atlanta,1225
Wichita,Charlotte,4512
Albuquerque,Bakersfield,803
Arlington,SanDiego,2203
VirginiaBeach,Minneapolis,191
SanDiego,Louisville,2550
Jacksonville,Chicago,4705
Louisville,Seattle,576
ColoradoSprings,Louisville,240
FortWorth,SanFrancisco,3264
Tucson,Raleigh,3259
Columbus,Indianapolis,3407
Miami,ElPaso,3292
Sacramento,Jacksonville,2049
Chicago,SanDiego,924
Jacksonville,OklahomaCity,1058
Minneapolis,Louisville,233
SanDiego,Indianapolis,283
Washington,Columbus,4917
Chicago,Mesa,1243
Portland,Chicago,64
ElPaso,Memphis,4507
Anaheim,Fresno,4301
Tucson,Denver,2542
SanAntonio,Louisville,763
Anaheim,ColoradoSprings,4827
Arlington,LosAngeles,1091
Philadelphia,LosAngeles,2986
VirginiaBeach,Baltimore,2836
ColoradoSprings,Boston,3313
Albuquerque,Washington,1944
Honolulu,Boston,2223
Phoenix,LongBeach,2992
Cleveland,Sacramento,4712
NewYork,Arlington,259
Oakland,Miami,3201
Fresno,Columbus,216
Omaha,Cleveland,378
Mesa,Raleigh,2091
OklahomaCity,FortWorth,1185
Houston,ElPaso,2634
Oakland,LosAngeles,3956
Washington,ElPaso,2815
Detroit,Washington,4510
Denver,Oakland,3266
Seattle,Atlanta,4697
Wichita,Boston,2970
VirginiaBeach,KansasCity,1182
Seattle,Tucson,3017
LosAngeles,Baltimore,3693
Oakland,Portland,1532
NewYork,Jacksonville,1980
Cleveland,ColoradoSprings,4052
Tulsa,Detroit,2140
Oakland,Milwaukee,3978
Columbus,Anaheim,2338
Anaheim,Seattle,2983
Omaha,LasVegas,1168
Columbus,Oakland,3666
OklahomaCity,Omaha,715
Omaha,Tucson,4380
Fresno,LongBeach,2643
NewOrleans,NewYork,1035
Detroit,ElPaso,204
Honolulu,Portland,1510
LongBeach,FortWorth,4134
Phoenix,Atlanta,156
Indianapolis,Dallas,3033
LosAngeles,Omaha,2645
Omaha,Atlanta,2768
Miami,Boston,1235
Aurora,Oakland,1526
Omaha,Columbus,3025
Oakland,Mesa,284
Aurora,ElPaso,2369
LasVegas,Memphis,1168
Tulsa,Anaheim,1231
Miami,Austin,2194
Aurora,SanDiego,1859
Portland,Aurora,3338
OklahomaCity,Tulsa,3751
Memphis,Oakland,1828
Philadelphia,Boston,3206
Charlotte,FortWorth,2015
Detroit,SanDiego,2562
LosAngeles,Memphis,440
Columbus,Wichita,852
VirginiaBeach,Tampa,4134
Jacksonville,SanAntonio,1091
NewYork,Seattle,4670
Baltimore,Anaheim,2791
OklahomaCity,Bakersfield,369
Memphis,ElPaso,4467
Seattle,Tucson,588
OklahomaCity,NewYork,1744
FortWorth,Portland,936
Seattle,Tampa,920
Denver,Dallas,1182
Louisville,Oakland,2504
Memphis,Atlanta,3757
Tucson,Fresno,1956
FortWorth,Seattle,4440
Memphis,Aurora,2993
Phoenix,Tucson,1643
Boston,Houston,3930
OklahomaCity,Detroit,2157
Jacksonville,Louisville,3558
Phoenix,KansasCity,1468
Bakersfield,Honolulu,4106
Louisville,Mesa,4202
ColoradoSprings,Tampa,4411
LasVegas,KansasCity,4122
Houston,ElPaso,4807
SanAntonio,Fresno,2686
Washington,LosAngeles,3616
Denver,Tampa,4458
Arlington,ColoradoSprings,1459
Albuquerque,Nashville,3583
Phoenix,Tulsa,4750
Charlotte,Nashville,1570
Arlington,Oakland,2033
Fresno,FortWorth,309
Memphis,Indianapolis,141
FortWorth,Albuquerque,4677
ColoradoSprings,Boston,4325
Dallas,Honolulu,905
KansasCity,Memphis,1037
Sacramento,Omaha,3218
Cleveland,SantaAna,70
Raleigh,OklahomaCity,1363
VirginiaBeach,SantaAna,744
Memphis,Tulsa,76
Oakland,KansasCity,241
Fresno,SantaAna,4046
SanFrancisco,Mesa,2088
FortWorth,OklahomaCity,3849
ColoradoSprings,Miami,3702
Milwaukee,Raleigh,3611
Arlington,ColoradoSprings,958
NewOrleans,SanFrancisco,2540
LongBeach,Seattle,3076
Phoenix,Houston,3939
VirginiaBeach,Austin,1501
Wichita,Mesa,992
SanAntonio,Louisville,218
Jacksonville,LosAngeles,4527
Sacramento,Dallas,2402
Honolulu,SanDiego,332
Bakersfield,NewOrleans,1763
Bakersfield,NewOrleans,5000
FortWorth,Anaheim,2336
Tulsa,LongBeach,2031
ColoradoSprings,ElPaso,4826
Tucson,Detroit,1285
Memphis,Phoenix,2608
Tampa,Boston,799
Nashville,OklahomaCity,154
Portland,Baltimore,1126
Miami,Milwaukee,1667
Honolulu,SanAntonio,3859
Memphis,SanAntonio,2761
Sacramento,SanDiego,2603
Anaheim,Aurora,4566
Louisville,LongBeach,412
Oakland,Louisville,1401
Chicago,Minneapolis,2558
Arlington,Washington,2311
Arlington,SantaAna,2470
Anaheim,Boston,1757
Indianapolis,SanDiego,1499
Indianapolis,Dallas,3754
Atlanta,OklahomaCity,4987
Detroit,Mesa,4535
Honolulu,Fresno,3611
Milwaukee,SantaAna,1154
Jacksonville,Seattle,2771
Milwaukee,Honolulu,2633
Phoenix,LasVegas,1269
Tulsa,Chicago,1912
Atlanta,Indianapolis,4285
ElPaso,Tucson,224
Baltimore,Albuquerque,510
Atlanta,Portland,4964
Houston,LosAngeles,2668
Baltimore,Fresno,2507
Nashville,Jacksonville,4525
LongBeach,Charlotte,4610
LongBeach,Baltimore,1622
Tampa,Portland,2730
Indianapolis,Nashville,1408
Washington,Baltimore,4316
Chicago,Philadelphia,137
Bakersfield,VirginiaBeach,1328
Miami,Charlotte,4213
VirginiaBeach,SanAntonio,3543
Minneapolis,Atlanta,1744
Aurora,Omaha,4540
Albuquerque,Atlanta,3866
Tucson,Raleigh,1497
Portland,Jacksonville,1317
Boston,ColoradoSprings,4189
Boston,Sacramento,1399
Tulsa,Charlotte,3733
Arlington,SanFrancisco,4400
Louisville,Omaha,3049
OklahomaCity,LongBeach,315
Chicago,ColoradoSprings,234
SanAntonio,Philadelphia,1601
SantaAna,Houston,1682
Albuquerque,Minneapolis,3409
Columbus,Dallas,1866
ElPaso,Wichita,4972
Sacramento,SanAntonio,1704
Cleveland,SanDiego,3311
Aurora,SantaAna,3707
Indianapolis,Miami,4702
ColoradoSprings,Minneapolis,1674
Aurora,OklahomaCity,526
OklahomaCity,Honolulu,510
Portland,Phoenix,659
Columbus,Denver,2788
Phoenix,ColoradoSprings,4089
Atlanta,SanAntonio,2719
Tucson,Memphis,350
Denver,Baltimore,3648
Wichita,SanDiego,4900
Honolulu,SantaAna,404
Phoenix,SantaAna,3109
NewYork,SanDiego,800
Jacksonville,Honolulu,1391
Indianapolis,NewOrleans,2315
Baltimore,Minneapolis,3952
Tucson,Arlington,3678
Fresno,Indianapolis,1615
Aurora,Tulsa,1973
Cleveland,Minneapolis,1882
ElPaso,Atlanta,478
FortWorth,Sacramento,2348
Austin,Oakland,1630
ElPaso,Phoenix,1238
Omaha,Milwaukee,152
Tucson,Chicago,2344
Milwaukee,Louisville,2152
Austin,Seattle,2119
Wichita,LasVegas,855
Aurora,Phoenix,2324
Washington,Wichita,4826
Bakersfield,LosAngeles,3055
SanFrancisco,VirginiaBeach,2481
Mesa,Nashville,4843
LosAngeles,Tampa,4533
Wichita,LasVegas,1375
Denver,Portland,2938
NewOrleans,Aurora,785
Indianapolis,Jacksonville,468
Tucson,Honolulu,4419
NewOrleans,Arlington,4941
Wichita,Fresno,1359
ColoradoSprings,SanAntonio,2429
Charlotte,Oakland,3376
Austin,SantaAna,1215
Denver,Omaha,2804
Philadelphia,SantaAna,1449
Cleveland,Sacramento,3910
Denver,SantaAna,1394
Houston,SanDiego,1716
Dallas,Tulsa,4581
Louisville,Anaheim,717
Boston,Arlington,2594
Aurora,Memphis,4145
Nashville,SanFrancisco,735
Fresno,Oakland,2894
LasVegas,Denver,2082
Columbus,FortWorth,3276
Austin,FortWorth,1552
Nashville,Detroit,1031
SanAntonio,Indianapolis,3350
Nashville,Boston,206
Anaheim,Charlotte,2834
Arlington,Baltimore,3703
FortWorth,OklahomaCity,2511
SanAntonio,Cleveland,2528
VirginiaBeach,Detroit,2189
Oakland,LongBeach,3533
Denver,Philadelphia,815
SanDiego,NewYork,1424
Columbus,Honolulu,725
Boston,Phoenix,1811
Nashville,Denver,4123
Albuquerque,Honolulu,1831
Houston,Tucson,3231
Phoenix,Honolulu,2093
Washington,Cleveland,3686
LosAngeles,Seattle,772
Columbus,Milwaukee,3575
FortWorth,Cleveland,99
OklahomaCity,ColoradoSprings,2267
VirginiaBeach,Columbus,2263
Albuquerque,Baltimore,1783
Tucson,NewYork,4256
Milwaukee,Fresno,1568
LongBeach,Milwaukee,1655
Albuquerque,Tampa,2633
Memphis,Charlotte,3213
Tampa,Aurora,3288
Bakersfield,SanFrancisco,1351
SanAntonio,Albuquerque,1328
OklahomaCity,Anaheim,3079
ColoradoSprings,Anaheim,4345
Portland,Sacramento,4252
Memphis,Tucson,2187
Honolulu,Raleigh,4750
Minneapolis,Dallas,4794
Raleigh,Dallas,3254
Miami,SantaAna,2265
SanDiego,Boston,3663
Aurora,Indianapolis,4133
Houston,SanFrancisco,3707
LosAngeles,Seattle,3660
SantaAna,Seattle,3150
Wichita,SanDiego,2267
SanAntonio,Atlanta,3973
Raleigh,LongBeach,1638
Houston,Wichita,1695
SanDiego,Columbus,1790
Tucson,SanAntonio,4781
Boston,Denver,1680
Miami,ColoradoSprings,3880
Sacramento,SantaAna,1720
Charlotte,Aurora,3325
Dallas,Honolulu,3993
Bakersfield,SanFrancisco,1805
Fresno,Austin,3450
Austin,SanFrancisco,1465
SanFrancisco,Oakland,4901
FortWorth,SanAntonio,2694
Fresno,Charlotte,1003
Columbus,Bakersfield,819
Tampa,Philadelphia,2557
Tucson,NewOrleans,3428
SanAntonio,SanFrancisco,3784
SanFrancisco,Atlanta,4715
Columbus,Honolulu,479
FortWorth,Cleveland,4732
SanAntonio,Denver,4936
Bakersfield,Nashville,3276
Portland,NewYork,2011
Milwaukee,Cleveland,3647
Tampa,Baltimore,3437
NewYork,SanAntonio,3559
Louisville,Nashville,1716
Phoenix,Minneapolis,4690
Atlanta,Washington,472
Indianapolis,Boston,1475
Phoenix,Atlanta,4467
Sacramento,VirginiaBeach,1202
Detroit,Honolulu,4154
Minneapolis,Cleveland,1170
Memphis,Fresno,1854
Washington,Oakland,3892
Austin,Tampa,1026
KansasCity,LasVegas,3072
Boston,FortWorth,4820
Cleveland,Denver,2722
Mesa,Anaheim,1431
Miami,Mesa,1127
NewOrleans,ElPaso,2040
Austin,SantaAna,4387
ElPaso,SanAntonio,2782
Nashville,Houston,3973
Miami,FortWorth,889
Nashville,Cleveland,2748
Cleveland,Memphis,4803
SanDiego,Atlanta,4740
Chicago,Dallas,4757
Milwaukee,Houston,454
SantaAna,LosAngeles,803
Charlotte,Fresno,4675
Cleveland,Mesa,1159
Portland,Denver,2410
Charlotte,Oakland,3657
Detroit,LongBeach,922
Detroit,Mesa,4892
Washington,Raleigh,4164
Charlotte,SanDiego,3369
Milwaukee,Columbus,693
Sacramento,SanAntonio,1685
ColoradoSprings,Dallas,549
ElPaso,Detroit,2687
Wichita,Seattle,1726
Detroit,VirginiaBeach,740
Tampa,Arlington,2701
Honolulu,Jacksonville,1165
OklahomaCity,Philadelphia,1190
Chicago,Anaheim,3576
Miami,Honolulu,2314
NewYork,Atlanta,147
Tampa,LongBeach,4782
Fresno,Oakland,625
LosAngeles,Jacksonville,4768
LosAngeles,ColoradoSprings,1821
Phoenix,Minneapolis,796
Louisville,Wichita,2882
OklahomaCity,Portland,3039
Dallas,Phoenix,4483
Minneapolis,LasVegas,1073
Minneapolis,LongBeach,4607
Philadelphia,Albuquerque,3261
Austin,Honolulu,502
Arlington,Mesa,1708
Minneapolis,Houston,4762
Bakersfield,Cleveland,3564
SantaAna,Cleveland,628
Honolulu,Nashville,1687
ElPaso,Tulsa,1253
Minneapolis,Oakland,1385
Portland,SanDiego,354
Wichita,Austin,1994
Boston,Albuquerque,3334
Cleveland,Sacramento,3628
LasVegas,FortWorth,2083
Minneapolis,Phoenix,3963
Honolulu,Philadelphia,2173
Jacksonville,Atlanta,4312
Seattle,Fresno,4272
OklahomaCity,Aurora,744
VirginiaBeach,Aurora,113
ElPaso,Sacramento,2879
Mesa,Houston,2254
Washington,Wichita,4579
Seattle,Miami,4917
Washington,Minneapolis,471
Omaha,Washington,284
Portland,Anaheim,2183
Milwaukee,LongBeach,1980
Detroit,Washington,480
Jacksonville,Columbus,4887
Aurora,Raleigh,3939
LongBeach,Miami,2169
Phoenix,Chicago,2524
NewOrleans,Austin,3695
Chicago,Nashville,2730
SanDiego,Raleigh,3405
Tulsa,Columbus,3806
Tulsa,Bakersfield,1547
Atlanta,Columbus,4218
Bakersfield,SantaAna,3892
Baltimore,SanDiego,2839
ElPaso,Minneapolis,3665
FortWorth,Raleigh,3658
Nashville,Louisville,1078
Tampa,Jacksonville,4542
Jacksonville,VirginiaBeach,1934
Raleigh,Aurora,4766
Louisville,ElPaso,1748
Seattle,LosAngeles,3920
Raleigh,VirginiaBeach,1412
Baltimore,Memphis,3387
Denver,Anaheim,125
SanFrancisco,Bakersfield,1166
SanFrancisco,LosAngeles,4674
Phoenix,Portland,1634
SanAntonio,Milwaukee,1184
Aurora,LongBeach,1417
Charlotte,Indianapolis,2974
Anaheim,Tucson,1138
Denver,SanFrancisco,3403
Memphis,Denver,4974
Chicago,SanAntonio,874
SantaAna,Cleveland,2871
Raleigh,Minneapolis,810
Jacksonville,Anaheim,4064
Milwaukee,Portland,1149
Nashville,ElPaso,4986
Minneapolis,Wichita,4624
Honolulu,Charlotte,2930
SantaAna,Milwaukee,1327
Bakersfield,Indianapolis,3493
Bakersfield,Philadelphia,3937
Mesa,Albuquerque,594
Aurora,KansasCity,3222
Bakersfield,Tucson,2937
Austin,Fresno,1318
Portland,Tucson,3084
Aurora,Mesa,2879
Bakersfield,Minneapolis,262
Bakersfield,Nashville,2506
NewYork,Boston,3492
Charlotte,Columbus,2023
Nashville,Boston,3129
Jacksonville,Charlotte,2909
FortWorth,Portland,2121
Omaha,Atlanta,1494
Tucson,Atlanta,3987
Tulsa,Albuquerque,4194
Albuquerque,Arlington,1781
Columbus,Anaheim,692
ColoradoSprings,Charlotte,1563
NewYork,LasVegas,1274
NewYork,NewOrleans,3982
Baltimore,Chicago,1612
Mesa,Chicago,461
ColoradoSprings,Phoenix,4893
Omaha,LasVegas,1236
Tulsa,Louisville,3799
ElPaso,Tampa,1124
Louisville,Wichita,1897
Mesa,Atlanta,4807
Aurora,Wichita,1013
Phoenix,Miami,57
Sacramento,Houston,1172
ColoradoSprings,Anaheim,3533
Arlington,LosAngeles,2392
Anaheim,SantaAna,3079
ElPaso,SanAntonio,452
Denver,Nashville,3647
Arlington,Tampa,1089
NewYork,Honolulu,3104
Washington,Sacramento,1674
Fresno,NewOrleans,470
Atlanta,Bakersfield,3235
Albuquerque,VirginiaBeach,1326
Sacramento,Tampa,1660
LongBeach,Louisville,3581
Boston,Detroit,2251
Anaheim,SanFrancisco,168
NewYork,ElPaso,4214
Atlanta,Louisville,2734
Houston,Baltimore,1827
Raleigh,Memphis,4997
Milwaukee,Bakersfield,2053
VirginiaBeach,Boston,4192
OklahomaCity,Seattle,2759
Charlotte,SanAntonio,2866
Fresno,Detroit,3524
SanDiego,Milwaukee,2856
Columbus,Mesa,2814
Atlanta,LosAngeles,140
LongBeach,OklahomaCity,3884
Austin,Mesa,483
Phoenix,Albuquerque,312
Honolulu,Boston,2836
LongBeach,Philadelphia,4381
Bakersfield,Charlotte,767
Austin,Tampa,3528
Memphis,Baltimore,4112
Miami,Albuquerque,3548
Jacksonville,SanFrancisco,4998
Wichita,Indianapolis,1732
Louisville,LosAngeles,2730
Seattle,Sacramento,2160
Tulsa,Omaha,3610
Baltimore,Chicago,408
Columbus,Atlanta,2951
VirginiaBeach,Nashville,4181
Charlotte,Louisville,3729
ElPaso,Washington,1302
SantaAna,Memphis,3707
Jacksonville,Chicago,539
Charlotte,Tucson,369
Mesa,VirginiaBeach,576
Baltimore,Indianapolis,185
Minneapolis,Philadelphia,2903
Indianapolis,Seattle,3040
Albuquerque,Tucson,573
SanDiego,OklahomaCity,2477
Wichita,Memphis,4486
Jacksonville,Nashville,3253
Tucson,Memphis,4171
Sacramento,Omaha,341
Detroit,Milwaukee,1346
Minneapolis,Omaha,1254
Dallas,Aurora,3135
SanDiego,Seattle,4534
Atlanta,SantaAna,767
ElPaso,Memphis,860
FortWorth,Minneapolis,3432
OklahomaCity,SanAntonio,4153
Jacksonville,SanAntonio,4701
Philadelphia,Anaheim,3728
LongBeach,OklahomaCity,4490
Nashville,ElPaso,2016
LosAngeles,Bakersfield,410
Anaheim,Wichita,829
LongBeach,Albuquerque,4382
FortWorth,Miami,925
Tucson,Miami,1299
Portland,Tulsa,4022
NewYork,Oakland,2062
OklahomaCity,ElPaso,669
LasVegas,ElPaso,4329
SanDiego,LosAngeles,4787
Aurora,Portland,2533
Atlanta,Miami,1132
Bakersfield,Atlanta,4234
Raleigh,Washington,2579
NewOrleans,Aurora,4515
Denver,Seattle,4751
Boston,Arlington,4728
Sacramento,Boston,4025
Fresno,Tulsa,4495
Oakland,SantaAna,675
Tucson,Nashville,1581
SantaAna,Jacksonville,4021
Charlotte,Louisville,3222
Washington,Portland,290
Memphis,Charlotte,3017
LongBeach,Dallas,1093
SanDiego,Mesa,4733
Albuquerque,LongBeach,1873
Atlanta,Tucson,1562
Phoenix,Aurora,1811
Aurora,Dallas,1196
Sacramento,Aurora,2639
FortWorth,Omaha,3000
Philadelphia,Oakland,3605
Cleveland,Milwaukee,4234
Nashville,Oakland,4676
ColoradoSprings,SanDiego,4704
Mesa,Sacramento,174
LongBeach,SanAntonio,2664
Indianapolis,VirginiaBeach,1177
LosAngeles,Tucson,409
VirginiaBeach,Baltimore,4130
Columbus,Memphis,405
Aurora,Arlington,4478
Washington,Tulsa,1081
SanDiego,Tulsa,4749
Tucson,Detroit,424
SantaAna,Houston,1534
NewYork,Tampa,2589
Louisville,Arlington,4012
Mesa,Tulsa,4121
Wichita,OklahomaCity,3393
OklahomaCity,Louisville,4919
Houston,Nashville,3520
Aurora,Cleveland,598
Dallas,Minneapolis,599
Jacksonville,Omaha,4358
ElPaso,Tucson,1656
SanDiego,Dallas,2807
Chicago,Sacramento,3763
LosAngeles,Washington,2419
Bakersfield,Louisville,1683
Raleigh,Seattle,4978
Albuquerque,LosAngeles,2348
Louisville,Austin,1002
Indianapolis,Austin,3999
Indianapolis,Tulsa,382
SanFrancisco,LosAngeles,4907
OklahomaCity,Philadelphia,1248
VirginiaBeach,Mesa,4227
Oakland,Indianapolis,1817
Milwaukee,Minneapolis,327
KansasCity,Tucson,3996
Philadelphia,Sacramento,2275
Raleigh,Phoenix,2660
LosAngeles,Tucson,3605
Portland,Austin,2597
Atlanta,Boston,3240
Tulsa,NewYork,4462
Jacksonville,Sacramento,4228
Bakersfield,Cleveland,1690
Raleigh,NewOrleans,2985
Denver,Raleigh,996
Oakland,Fresno,1486
Philadelphia,Aurora,1047
Fresno,SanFrancisco,2200
Oakland,ColoradoSprings,463
SantaAna,Denver,4558
Boston,Raleigh,4529
Seattle,Sacramento,1461
Fresno,Atlanta,3050
Detroit,Oakland,412
Atlanta,Portland,572
SanDiego,Wichita,677
Bakersfield,Mesa,3650
Sacramento,Atlanta,1860
Mesa,FortWorth,2606
VirginiaBeach,Chicago,2180
SantaAna,Washington,2015
Louisville,Minneapolis,109
VirginiaBeach,FortWorth,4740
Cleveland,SanDiego,3388
Wichita,Arlington,2432
Raleigh,Milwaukee,3532
Bakersfield,Washington,3655
Anaheim,Denver,2312
Memphis,Raleigh,4411
SanDiego,LasVegas,215
Mesa,Cleveland,2770
Louisville,Seattle,132
SanFrancisco,Jacksonville,313
Milwaukee,Charlotte,4368
Bakersfield,Arlington,1498
Mesa,Seattle,66
LosAngeles,Honolulu,3450
Aurora,ElPaso,2051
LongBeach,Miami,3602
Wichita,Washington,3008
LosAngeles,Atlanta,4096
LongBeach,Omaha,3829
VirginiaBeach,Memphis,1971
Wichita,SanFrancisco,4012
SanDiego,Chicago,4657
Bakersfield,Omaha,3034
Arlington,Aurora,2793
NewOrleans,ColoradoSprings,329
Milwaukee,Anaheim,3515
Arlington,Anaheim,2833
Columbus,Denver,78
Baltimore,Columbus,1147
LongBeach,Dallas,2776
Philadelphia,Louisville,3863
Washington,Nashville,4548
Seattle,Memphis,3238
Omaha,Fresno,3272
Chicago,Wichita,989
Albuquerque,Boston,3206
Charlotte,Sacramento,1432
Chicago,ElPaso,1992
Fresno,Mesa,3123
VirginiaBeach,SanAntonio,3937
VirginiaBeach,Arlington,476
Miami,Portland,3267
OklahomaCity,Memphis,758
Memphis,Cleveland,3352
Atlanta,Washington,2439
Austin,Mesa,289
SanFrancisco,Raleigh,2763
SantaAna,Phoenix,836
Omaha,Charlotte,892
VirginiaBeach,Baltimore,3703
Chicago,Dallas,1932
Aurora,Albuquerque,4658
Mesa,Memphis,254
Oakland,Fresno,3956
Chicago,FortWorth,4584
Oakland,Philadelphia,2031
OklahomaCity,Tampa,2826
Nashville,Raleigh,485
VirginiaBeach,Washington,3339
Austin,Boston,2177
SanFrancisco,Albuquerque,833
Milwaukee,Honolulu,1822
Miami,Minneapolis,284
Sacramento,SantaAna,3107
Columbus,Sacramento,4590
ElPaso,Memphis,3553
SanDiego,Chicago,741
LasVegas,SantaAna,3428
Jacksonville,Houston,4672
Charlotte,Tampa,412
Chicago,Anaheim,967
Arlington,Boston,2479
SanAntonio,Aurora,2141
Bakersfield,ColoradoSprings,3954
ColoradoSprings,Wichita,2392
Baltimore,SanFrancisco,489
Indianapolis,NewOrleans,1356
Washington,Raleigh,1496
Wichita,Bakersfield,4655
NewOrleans,Austin,4836
Denver,Oakland,2175
Oakland,Wichita,2043
Portland,KansasCity,3950
ColoradoSprings,Sacramento,2670
Fresno,Omaha,990
Philadelphia,Mesa,1127
Seattle,LasVegas,492
Wichita,SanDiego,2743
Louisville,SanFrancisco,1595
ColoradoSprings,Dallas,2123
Tucson,Oakland,3327
Portland,Tulsa,3346
NewOrleans,Louisville,3621
Dallas,Honolulu,4003
SanFrancisco,Omaha,1173
Anaheim,Austin,4793
LosAngeles,Philadelphia,1230
Tulsa,ColoradoSprings,1718
Dallas,OklahomaCity,4298
Arlington,Sacramento,4173
Oakland,Denver,396
Miami,Bakersfield,3278
OklahomaCity,Baltimore,4042
Jacksonville,Atlanta,522
NewOrleans,OklahomaCity,2333
Albuquerque,ColoradoSprings,4495
VirginiaBeach,Washington,382
LasVegas,Memphis,1277
Miami,Omaha,3576
SantaAna,Honolulu,1642
SanAntonio,OklahomaCity,514
FortWorth,Baltimore,3067
Charlotte,Milwaukee,4719
Honolulu,Indianapolis,2714
Arlington,Aurora,1481
Columbus,Philadelphia,602
Milwaukee,Houston,3113
SantaAna,Phoenix,174
NewOrleans,Indianapolis,3464
Arlington,Phoenix,3765
Fresno,Raleigh,4559
FortWorth,Columbus,1201
Denver,FortWorth,2640
Fresno,Memphis,4413
Minneapolis,Phoenix,1657
Honolulu,LasVegas,2033
Charlotte,Honolulu,443
FortWorth,Honolulu,3063
SantaAna,SanAntonio,235
Columbus,Seattle,298
Miami,Sacramento,2509
SanDiego,Anaheim,1264
Minneapolis,Anaheim,2950
Austin,ColoradoSprings,4673
NewOrleans,Atlanta,3181
Tampa,Denver,3104
Tulsa,Atlanta,3328
Boston,Oakland,3034
Columbus,Tampa,4499
SanFrancisco,KansasCity,2936
Denver,SantaAna,1999
Mesa,Aurora,2408
LasVegas,LongBeach,4543
Denver,Mesa,4070
Columbus,Tampa,3906
SanDiego,Nashville,4479
Aurora,ElPaso,4688
Dallas,Oakland,2580
Houston,Dallas,1894
Tampa,Cleveland,1846
Washington,FortWorth,2840
Raleigh,Philadelphia,4367
Detroit,Houston,2966
Austin,Baltimore,220
Phoenix,SantaAna,1782
Jacksonville,Tulsa,3876
Raleigh,Tucson,1059
Miami,Indianapolis,4185
Columbus,Bakersfield,4177
Indianapolis,Columbus,1232
Jacksonville,Louisville,3270
Milwaukee,Detroit,3007
Jacksonville,Charlotte,1785
Seattle,Anaheim,4024
Raleigh,Baltimore,4722
LasVegas,Honolulu,1861
NewOrleans,Baltimore,4353
Oakland,Memphis,1169
Cleveland,Oakland,2896
Mesa,Oakland,1800
Memphis,Atlanta,2338
VirginiaBeach,LongBeach,4602
Albuquerque,Indianapolis,3846
Memphis,LosAngeles,1638
Wichita,Atlanta,1371
KansasCity,SanAntonio,86
SanAntonio,Memphis,3749
Miami,Chicago,2550
Miami,Detroit,4565
Cleveland,Omaha,2012
Houston,Tampa,902
Denver,LasVegas,271
Wichita,Houston,132
Columbus,Bakersfield,899
Oakland,Washington,2828
NewOrleans,Washington,3773
LasVegas,Philadelphia,257
LasVegas,Indianapolis,769
Tucson,Detroit,4976
VirginiaBeach,Columbus,2448
Albuquerque,Raleigh,4254
Baltimore,LosAngeles,3022
Cleveland,Houston,230
Aurora,Sacramento,4076
Nashville,Columbus,1840
Sacramento,SanDiego,725
Fresno,LongBeach,3832
Sacramento,NewYork,371
Minneapolis,Detroit,655
Tucson,SantaAna,1098
VirginiaBeach,Wichita,2494
Portland,Louisville,1595
Philadelphia,SanFrancisco,291
Fresno,Nashville,780
Denver,Indianapolis,3037
LongBeach,SanDiego,1525
Milwaukee,Dallas,4685
Charlotte,Boston,1519
Charlotte,Tampa,2641
Philadelphia,Arlington,4837
Austin,LasVegas,1602
Wichita,Philadelphia,726
Bakersfield,Dallas,4360
Miami,ElPaso,1498
Chicago,OklahomaCity,1677
Houston,Detroit,2744
KansasCity,Cleveland,442
Detroit,Tucson,877
Charlotte,Boston,2388
Houston,Memphis,3586
SantaAna,SanDiego,3846
Tampa,Milwaukee,72
Omaha,Albuquerque,4668
Mesa,Washington,4924
Atlanta,Nashville,1893
ColoradoSprings,Phoenix,2630
VirginiaBeach,FortWorth,3435
KansasCity,Tulsa,4087
Chicago,Omaha,4665
Fresno,Memphis,1984
Tulsa,Jacksonville,3841
Indianapolis,Memphis,4146
Indianapolis,Sacramento,105
Sacramento,Jacksonville,466
Denver,Seattle,2957
Raleigh,OklahomaCity,1267
SantaAna,Cleveland,4596
KansasCity,Sacramento,2372
Oakland,Seattle,3227
NewYork,Arlington,3411
Cleveland,SanDiego,4278
Tulsa,Houston,3141
Louisville,Aurora,4064
Charlotte,Nashville,2680
SanAntonio,Tucson,2849
Tulsa,Boston,3511
Boston,Miami,4090
Omaha,Albuquerque,1017
Portland,Louisville,4414
Washington,Philadelphia,3822
Arlington,Miami,4134
ColoradoSprings,Albuquerque,341
LosAngeles,Honolulu,1940
Anaheim,Miami,3883
SanAntonio,SanDiego,3797
Dallas,Philadelphia,1874
Miami,Tucson,252
Miami,Denver,599
ElPaso,Baltimore,2974
Chicago,Denver,1233
Albuquerque,Phoenix,4591
Tucson,LongBeach,1398
Honolulu,Phoenix,2430
VirginiaBeach,SanDiego,1732
Houston,Dallas,1274
Indianapolis,Washington,4849
Cleveland,Tucson,1675
ColoradoSprings,Detroit,4216
Indianapolis,Jacksonville,2685
